num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
240,Canada,CAN,North America,High income,2001,60.2,31081900,736379777892.562,79.3390243902,30048.5708862381,1.5104
241,Central African Rep.,NA,NA,NA,2001,0.08,NA,NA,NA,NA,NA
242,Chad,TCD,Sub-Saharan Africa,Low income,2001,0.05,8663012,1709347793.32873,47.603,865.5704125707,7.315
243,Chile,CHL,Latin America & Caribbean,High income,2001,19.1,15444969,70979923960.3742,77.034,10018.587945397,2.074
244,China,CHN,East Asia & Pacific,Upper middle income,2001,2.64,1271850000,1339395718865.3,72.401,3226.0807831178,1.508
245,Colombia,COL,Latin America & Caribbean,Upper middle income,2001,2.85,40988909,98203546156.3102,71.293,6703.4543842292,2.349
246,Comoros,COM,Sub-Saharan Africa,Low income,2001,0.44,555888,378180913.355762,59.529,1932.8274440428,5.307
247,Congo (Rep. of the),NA,NA,NA,2001,0.03,NA,NA,NA,NA,NA
248,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2001,9.56,3996798,15913363440.5059,77.597,8137.8736063577,2.29
249,C�te d'Ivoire,NA,NA,NA,2001,0.4,NA,NA,NA,NA,NA
250,Croatia,HRV,Europe & Central Asia,High income,2001,11.56,4299642,23289671100.5932,74.5129268293,11668.4407893724,1.46
251,Cuba,CUB,Latin America & Caribbean,Upper middle income,2001,1.08,11186542,31682400000,76.88,NA,1.606
252,Cyprus,CYP,Europe & Central Asia,High income,2001,18.82,960282,10397896174.8634,78.14,22871.3836699875,1.66
253,Czech Republic,CZE,Europe & Central Asia,High income,2001,14.7,10216605,67523642262.4009,75.1731707317,17554.4877246829,1.15
254,Dem. People's Rep. of Korea,NA,NA,NA,2001,0,NA,NA,NA,NA,NA
255,Dem. Rep. of the Congo,NA,NA,NA,2001,0.01,NA,NA,NA,NA,NA
256,Denmark,DNK,Europe & Central Asia,High income,2001,42.96,5358783,164791416350.267,76.7926829268,29449.6147210071,1.74
257,Djibouti,DJI,Middle East & North Africa,Lower middle income,2001,0.34,732711,572417440.820162,57.1,NA,4.359
258,Dominica,DMA,Latin America & Caribbean,Upper middle income,2001,13.25,69670,340205074.074074,NA,6664.3791236917,NA
259,Dominican Rep.,NA,NA,NA,2001,4.43,NA,NA,NA,NA,NA
260,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2001,2.67,12852755,24468324000,73.22,6119.4747147637,2.968
261,Egypt,NA,NA,NA,2001,0.84,NA,NA,NA,NA,NA
262,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2001,1.5,5905962,12282533600,69.135,4594.579237208,2.903
263,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2001,0.17,639762,1461139022.02954,53.099,13723.3684519238,5.785
264,Eritrea,ERI,Sub-Saharan Africa,Low income,2001,0.16,3497124,752368495.512622,55.847,1435.9505208862,5.233
265,Estonia,EST,Europe & Central Asia,High income,2001,31.53,1388115,6245069734.13302,70.2585365854,10302.7719770313,1.32
266,Eswatini,NA,NA,NA,2001,1.28,1072927,1542477308.89408,47.352,4731.5589958694,4.105
267,Ethiopia,ETH,Sub-Saharan Africa,Low income,2001,0.04,68492257,8231326016.47494,52.593,527.1918001712,6.38
268,Falkland (Malvinas) Is.,NA,NA,NA,2001,64.6,NA,NA,NA,NA,NA
269,Faroe Islands,FRO,Europe & Central Asia,High income,2001,43.25,47526,1154899793.33878,78.6365853659,NA,2.3
270,Fiji,FJI,East Asia & Pacific,Upper middle income,2001,1.86,814218,1660102345.60309,67.734,5497.0335988286,3.046
271,Finland,FIN,Europe & Central Asia,High income,2001,43.11,5188008,129250111856.823,77.9658536585,27770.5966141594,1.73
272,France,FRA,Europe & Central Asia,High income,2001,26.33,61357430,1376465324384.79,79.1585365854,27501.5424106098,1.9
273,French Polynesia,PYF,East Asia & Pacific,High income,2001,6.25,241273,NA,72.669,NA,2.414
274,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2001,1.35,1262259,5018874179.18704,59.171,14357.327400182,4.46
275,Gambia,NA,NA,NA,2001,1.34,NA,NA,NA,NA,NA
276,Georgia,GEO,Europe & Central Asia,Upper middle income,2001,0.99,4014373,3219487751.95539,72.182,3043.021903036,1.589
277,Germany,DEU,Europe & Central Asia,High income,2001,31.65,82349925,1950648769574.94,78.3292682927,28475.8763136066,1.35
278,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2001,0.2,19421605,5314909953.92992,57.147,1856.8660358819,4.753
279,Gibraltar,GIB,Europe & Central Asia,High income,2001,21.17,31374,NA,NA,NA,NA
280,Greece,GRC,Europe & Central Asia,High income,2001,10.94,10862132,136191353467.562,78.387804878,20963.5603634318,1.25
281,Greenland,GRL,Europe & Central Asia,High income,2001,35.46,56350,1086172922.57413,67.607804878,NA,2.51
282,Grenada,GRD,Latin America & Caribbean,Upper middle income,2001,5.13,101849,520444185.185185,70.551,7646.9762063238,2.512
283,Guam,GUM,East Asia & Pacific,High income,2001,25.38,156401,NA,75.369,NA,2.794
284,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2001,1.74,11924946,18702802783.7199,68.304,4919.299046846,4.49
285,Guernsey,NA,NA,NA,2001,44.47,NA,NA,NA,NA,NA
286,Guinea,GIN,Sub-Saharan Africa,Low income,2001,0.18,8971139,2833442750.43639,51.229,1171.9127819537,6.015
287,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2001,0.3,1267512,392278168.199897,52.45,1107.5406978455,5.73
288,Guyana,GUY,Latin America & Caribbean,Upper middle income,2001,13.21,752263,712167575.624277,65.065,3798.9632443095,2.992
289,Haiti,HTI,Latin America & Caribbean,Low income,2001,0.34,8692567,3596443004.56165,57.969,1372.0435897907,4.182
290,Honduras,HND,Latin America & Caribbean,Lower middle income,2001,1.42,6693061,7565869927.73763,70.756,2701.3375546726,3.936
291,"Hong Kong, China",NA,NA,NA,2001,38.67,NA,NA,NA,NA,NA
292,Hungary,HUN,Europe & Central Asia,High income,2001,14.53,10187576,53821315066.1024,72.2487804878,13230.9794485371,1.31
293,Iceland,ISL,Europe & Central Asia,High income,2001,49.39,284968,8136345143.83431,80.6902439024,31507.9101184323,1.95
294,India,IND,South Asia,Lower middle income,2001,0.66,1071477855,485441026156.237,62.977,2270.6067758785,3.243
295,Indonesia,IDN,East Asia & Pacific,Lower middle income,2001,2.02,214506502,160446947784.909,66.467,4809.611157099,2.509
296,Iran (Islamic Republic of),NA,NA,NA,2001,1.48,NA,NA,NA,NA,NA
297,Iraq,IRQ,Middle East & North Africa,Upper middle income,2001,0.1,24251649,NA,69.081,9811.1084234612,4.796
298,Ireland,IRL,Europe & Central Asia,High income,2001,23.14,3866243,109133512304.251,77.1341463415,32545.5720844555,1.94
299,Israel,ISR,Middle East & North Africa,High income,2001,17.38,6439000,130706147870.747,79.4073170732,24908.4398859314,2.92
300,Italy,ITA,Europe & Central Asia,High income,2001,27.22,56974100,1162317852348.99,80.1268292683,27932.620353633,1.25
301,Jamaica,JAM,Latin America & Caribbean,Upper middle income,2001,3.86,2677011,9178016493.05556,72.487,6467.7179308359,2.529
302,Japan,JPN,East Asia & Pacific,High income,2001,38.53,127149000,4303544259842.72,81.4170731707,27472.5471191491,1.33
303,Jersey,NA,NA,NA,2001,16.06,NA,NA,NA,NA,NA
304,Jordan,JOR,Middle East & North Africa,Upper middle income,2001,4.71,5193482,8975689844.8519,71.907,6065.4877569324,3.952
305,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2001,1.01,14858335,22152694161.8882,65.7682926829,9170.1870537749,1.9
306,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2001,0.62,32321482,12986007425.8781,52.004,1745.0435990305,5.111
307,Kiribati,KIR,East Asia & Pacific,Lower middle income,2001,2.34,85858,63101272.3699183,64.231,1561.666268425,4.015
308,Korea (Rep. of),NA,NA,NA,2001,56.6,NA,NA,NA,NA,NA
309,Kuwait,KWT,Middle East & North Africa,High income,2001,8.55,2109355,34890772742.0933,73.232,55497.1497336374,2.773
310,Kyrgyzstan,NA,NA,NA,2001,3,NA,NA,NA,NA,NA
311,Lao P.D.R.,NA,NA,NA,2001,0.18,NA,NA,NA,NA,NA
312,Latvia,LVA,Europe & Central Asia,High income,2001,7.22,2337170,8350252966.19655,70.7609756098,9035.1160878919,1.22
313,Lebanon,LBN,Middle East & North Africa,Upper middle income,2001,6.78,3359859,17649751243.7811,74.934,10219.8606091548,2.134
314,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2001,0.26,1885955,825706961.238689,47.195,1481.3467500715,3.972
315,Liberia,LBR,Sub-Saharan Africa,Low income,2001,0.03,2991132,906000000,52.543,1046.8880949959,5.804
316,Libya,LBY,Middle East & North Africa,Upper middle income,2001,0.37,5440566,34110064452.1567,70.616,17182.0752592977,2.754
317,Liechtenstein,LIE,Europe & Central Asia,High income,2001,45.12,33671,2491822706.80256,79.2756097561,NA,1.52
318,Lithuania,LTU,Europe & Central Asia,High income,2001,7.18,3470818,12252498921.0186,71.6585365854,9451.5787600215,1.29
319,Luxembourg,LUX,Europe & Central Asia,High income,2001,36.16,441525,21272418791.9463,77.8243902439,55894.8045545803,1.66
320,"Macao, China",NA,NA,NA,2001,22.52,NA,NA,NA,NA,NA
321,Madagascar,MDG,Sub-Saharan Africa,Low income,2001,0.22,16260932,4529575347.56805,59.129,1203.1107755407,5.447
322,Malawi,MWI,Sub-Saharan Africa,Low income,2001,0.16,11695863,1716502862.2954,46.71,648.7104467552,6.097
323,Malaysia,MYS,East Asia & Pacific,Upper middle income,2001,26.7,23698907,92783947368.4211,72.966,12999.9425612334,2.657
324,Maldives,MDV,South Asia,Upper middle income,2001,3.62,287027,870179738.562091,70.842,7428.9065676088,2.769
325,Mali,MLI,Sub-Saharan Africa,Low income,2001,0.19,11293258,3465305993.47783,48.758,1328.5723160083,6.878
326,Malta,MLT,Middle East & North Africa,High income,2001,17.88,393028,4331870647.71535,78.843902439,19621.2302501212,1.48
327,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2001,1.71,52183,115152100,NA,2470.109677184,NA
328,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2001,0.26,2790729,1295539448.36484,60.143,2208.2795708338,5.394
329,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2001,8.78,1196287,4536538210.66761,71.7658536585,9136.6085295914,1.91
330,Mexico,MEX,Latin America & Caribbean,Upper middle income,2001,7.04,103067068,756706300589.791,74.598,10830.863060946,2.669
331,Micronesia,NA,NA,NA,2001,4.66,NA,NA,NA,NA,NA
332,Moldova,MDA,Europe & Central Asia,Lower middle income,2001,1.49,3631462,1480673594.05602,67.185,2000.4113885358,1.354
333,Monaco,MCO,Europe & Central Asia,High income,2001,46.65,32360,2671401061.28804,NA,NA,NA
334,Mongolia,MNG,East Asia & Pacific,Lower middle income,2001,1.65,2419776,1267997934.3125,63.319,3848.4321227822,2.096
335,Morocco,MAR,Middle East & North Africa,Lower middle income,2001,1.37,29181832,39459581217.3759,69.209,3853.267340948,2.723
336,Mozambique,MOZ,Sub-Saharan Africa,Low income,2001,0.16,18588758,4766928746.6914,48.859,498.7078929534,5.807
337,Myanmar,MMR,East Asia & Pacific,Lower middle income,2001,0,46627994,6477790688.22844,62.452,1165.5239084716,2.894
338,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2001,2.42,1933596,3476452442.92614,54.798,4976.3847409786,3.926
339,Nauru,NRU,East Asia & Pacific,High income,2001,2.99,10052,NA,NA,NA,NA
340,Nepal (Republic of),NA,NA,NA,2001,0.24,NA,NA,NA,NA,NA
341,Netherlands,NLD,Europe & Central Asia,High income,2001,49.37,16046180,426573601789.709,78.1902439024,32836.8808788657,1.71
342,New Caledonia,NCL,East Asia & Pacific,High income,2001,18.24,217324,NA,74.8317073171,NA,2.43
343,New Zealand,NZL,East Asia & Pacific,High income,2001,53.24,3880500,53872425916.6248,78.6926829268,22500.4775864557,1.97
344,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2001,1.45,5100750,5323146565.70315,70.214,2832.7973926071,2.978
345,Niger,NER,Sub-Saharan Africa,Low income,2001,0.11,11771976,1945327564.65042,50.494,630.7588366959,7.668
346,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2001,0.09,125463434,74030364472.4442,46.509,2568.2154399228,6.083
347,Niue,NA,NA,NA,2001,32.66,NA,NA,NA,NA,NA
348,Norway,NOR,Europe & Central Asia,High income,2001,64,4513751,174003247439.305,78.7853658537,37786.8387389889,1.78
349,Oman,OMN,Middle East & North Africa,High income,2001,5.89,2294787,19452015604.6814,72.58,36796.9107194536,3.484
350,Pakistan,PAK,South Asia,Lower middle income,2001,1.32,141601437,72309738921.3329,62.967,2825.981410945,4.438
351,Palestine,NA,NA,NA,2001,1.84,NA,NA,NA,NA,NA
352,Panama,PAN,Latin America & Caribbean,Upper middle income,2001,7.27,3089684,12502013400,75.267,8494.5012894853,2.72
353,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2001,0.9,5716152,3081024212.42924,62.139,2166.089519605,4.475
354,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2001,1.1,5406624,8495806432.18467,70.335,6318.0151443876,3.431
355,Peru,PER,Latin America & Caribbean,Upper middle income,2001,7.58,26261363,52030158775.4055,70.964,5281.7722020525,2.871
356,Philippines,PHL,East Asia & Pacific,Lower middle income,2001,2.52,79665315,76262072467.3776,67.308,3448.707176396,3.766
357,Poland,POL,Europe & Central Asia,High income,2001,9.9,38248076,190521263343.023,74.2,11101.9747117124,1.31
358,Portugal,PRT,Europe & Central Asia,High income,2001,18.09,10362722,121545880984.34,76.8146341463,19540.620801868,1.45
359,Puerto Rico,PRI,Latin America & Caribbean,High income,2001,15.63,3818774,69208400000,77.0668292683,26659.0622033275,1.9346
360,Qatar,QAT,Middle East & North Africa,High income,2001,6.17,616886,17538461538.4615,76.387,87578.4563729446,3.124
361,Romania,ROU,Europe & Central Asia,Upper middle income,2001,4.54,22131970,40716836998.0386,71.1609756098,6573.3625310842,1.27
362,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2001,2.94,145976083,306602070620.5,65.3834146341,7361.3837995219,1.223
363,Rwanda,RWA,Sub-Saharan Africa,Low income,2001,0.24,8329406,1674685248.19528,49.793,672.8163834231,5.543
364,Saint Kitts and Nevis,NA,NA,NA,2001,7.71,NA,NA,NA,NA,NA
365,Saint Lucia,NA,NA,NA,2001,8.18,NA,NA,NA,NA,NA
366,Saint Vincent and the Grenadines,NA,NA,NA,2001,5.09,NA,NA,NA,NA,NA
367,Samoa,WSM,East Asia & Pacific,Lower middle income,2001,1.69,175566,273088357.1637,69.637,3728.9780970767,4.476
368,San Marino,SMR,Europe & Central Asia,High income,2001,50.34,27762,1160626398.21029,NA,63940.2843926488,NA
369,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2001,6.31,141622,71630592.223403,63.526,1635.2464280382,5.226
370,Saudi Arabia,SAU,Middle East & North Africa,High income,2001,4.68,21303592,184137469733.333,72.651,33613.6992605765,3.83
371,Senegal,SEN,Sub-Saharan Africa,Low income,2001,0.98,10134497,6174898370.14018,58.18,1981.3135900598,5.387
372,Seychelles,SYC,Sub-Saharan Africa,High income,2001,11.02,81202,622262057.191635,73.2536585366,14603.7635959549,1.98
373,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2001,0.16,4739147,1090467712.30773,39.66,667.2725641322,6.242
374,Singapore,SGP,East Asia & Pacific,High income,2001,41.67,4138012,89286208628.6767,78.2512195122,40404.2416041833,1.41
375,Slovakia,NA,NA,NA,2001,12.53,NA,NA,NA,NA,NA
376,Slovenia,SVN,Europe & Central Asia,High income,2001,30.18,1992060,20875387068.1145,75.7585365854,18955.2830972556,1.21
377,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2001,0.47,423853,400463452.065176,63.744,1319.0351498823,4.665
378,Somalia,SOM,Sub-Saharan Africa,Low income,2001,0.08,9290823,NA,51.211,NA,7.573
379,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2001,6.35,46385006,121600818309.679,55.273,7827.9004003038,2.792
380,Spain,ESP,Europe & Central Asia,High income,2001,18.15,40850412,625975838926.175,79.3682926829,22910.7802327061,1.23
381,Sri Lanka,LKA,South Asia,Lower middle income,2001,0.79,18913054,15749753804.8344,71.775,4391.6383040002,2.247
382,St. Helena,NA,NA,NA,2001,7.99,NA,NA,NA,NA,NA
383,Sudan,SDN,Sub-Saharan Africa,Lower middle income,2001,0.14,27945005,13182979783.533,58.801,1919.0773264717,5.402
384,Suriname,SUR,Latin America & Caribbean,Upper middle income,2001,3.06,477740,834279357.798165,67.918,8159.8825533289,2.821
385,Sweden,SWE,Europe & Central Asia,High income,2001,51.77,8895960,239917320966.977,79.7951219512,29633.9724875383,1.57
386,Switzerland,CHE,Europe & Central Asia,High income,2001,55.1,7229854,278631271391.325,80.1804878049,36778.0210933713,1.38
387,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2001,0.35,16766899,21099833783.503,73.371,NA,3.944
388,"Taiwan, Province of China",NA,NA,NA,2001,34.9,NA,NA,NA,NA,NA
389,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2001,0.05,6327125,1080726751.53866,65.894,1034.2230050844,3.781
390,Tanzania,TZA,Sub-Saharan Africa,Low income,2001,0.17,35117019,13581644245.725,52.281,1283.2507243504,5.675
391,Thailand,THA,East Asia & Pacific,Upper middle income,2001,5.56,63543322,120296746256.631,70.841,7633.2765998842,1.641
392,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2001,3.47,NA,NA,NA,NA,NA
393,Togo,TGO,Sub-Saharan Africa,Low income,2001,0.9,5111770,1481141849.98469,53.551,948.9465383544,5.364
394,Tonga,TON,East Asia & Pacific,Lower middle income,2001,2.83,98611,181244788.473329,70.949,3843.3107815525,4.236
395,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2001,15.38,1272380,8824873259.32105,68.584,15417.1869465172,1.744
396,Tunisia,TUN,Middle East & North Africa,Lower middle income,2001,4.3,9785701,22066101341.4888,73.402,6315.3708909794,2.088
397,Turkey,TUR,Europe & Central Asia,Upper middle income,2001,5.19,64191474,200252121409.922,70.571,9215.2514120108,2.451
398,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2001,0.18,4564080,3534803921.56863,63.842,4462.8405161555,2.77
399,Uganda,UGA,Sub-Saharan Africa,Low income,2001,0.24,24854892,5840503868.57245,48.12,865.5813096031,6.822
400,Ukraine,UKR,Europe & Central Asia,Lower middle income,2001,1.24,48683865,37972301334.6736,67.8370731707,4289.0457661542,1.085
401,United Arab Emirates,ARE,Middle East & North Africa,High income,2001,26.27,3326032,103311640571.818,74.487,80009.989381478,2.532
402,United Kingdom,GBR,Europe & Central Asia,High income,2001,33.48,59119673,1621510004318.41,77.9926829268,27439.7531047154,1.63
403,United States,USA,North America,High income,2001,49.08,284968955,10621824000000,76.8365853659,37273.6181034176,2.0305
404,Uruguay,URY,Latin America & Caribbean,High income,2001,11.12,3327103,20898788416.6348,75.022,10016.1810546798,2.222
405,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2001,0.6,24964450,11401421329.1974,67.366,2087.8388386156,2.46
406,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2001,2.83,189290,257926881.72043,67.82,2158.8450858948,4.268
407,Venezuela,NA,NA,NA,2001,4.64,NA,NA,NA,NA,NA
408,Viet Nam,NA,NA,NA,2001,1.27,NA,NA,NA,NA,NA
409,Virgin Islands (US),NA,NA,NA,2001,18.38,NA,NA,NA,NA,NA
410,Wallis and Futuna,NA,NA,NA,2001,5.09,NA,NA,NA,NA,NA
411,Yemen,NA,NA,NA,2001,0.09,NA,NA,NA,NA,NA
412,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2001,0.23,10824125,4094480988.11931,45.448,1746.5139351256,6.003
413,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2001,0.8,12366165,6777384700,44.326,2327.1647187753,4.022
414,Afghanistan,AFG,South Asia,Low income,2002,0,21979923,4055179566.34981,56.637,859.9325056755,7.271
415,Albania,ALB,Europe & Central Asia,Upper middle income,2002,0.39,3051010,4348068242.19512,74.575,4661.4063368322,1.981
416,Algeria,DZA,Middle East & North Africa,Upper middle income,2002,1.59,31995046,56760288973.6703,71.276,8909.5605745539,2.403
417,Andorra,AND,Europe & Central Asia,High income,2002,11.26,70049,1733116883.11688,NA,NA,NA
418,Angola,AGO,Sub-Saharan Africa,Upper middle income,2002,0.27,17572649,15285594828.418,49.341,3539.856931981,6.568
419,Anguilla,NA,NA,NA,2002,24.8,NA,NA,NA,NA,NA
420,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2002,12.5,86266,814615323.703704,73.957,14476.6351410557,2.288
421,Argentina,ARG,Latin America & Caribbean,Upper middle income,2002,10.88,37889370,97724004251.8602,74.236,10214.8423912244,2.516
422,Armenia,ARM,Europe & Central Asia,Lower middle income,2002,1.96,3033897,2376335048.39976,72.112,3019.7354150649,1.637
